age,education,education-num,marital-status,occupation,race,sex,hours-per-week,native-country,income
51,HS-grad,9,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,50,Cambodia,<=50K
48,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,>50K
39,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,55,United-States,>50K
35,Bachelors,13,Married-civ-spouse,Sales,White,Male,45,United-States,<=50K
40,5th-6th,3,Married-civ-spouse,Other-service,Other,Male,40,Mexico,<=50K
19,HS-grad,9,Never-married,Sales,White,Male,25,United-States,<=50K
28,HS-grad,9,Divorced,Adm-clerical,White,Male,40,United-States,<=50K
23,Some-college,10,Never-married,Sales,White,Female,40,United-States,<=50K
18,Some-college,10,Never-married,Sales,White,Male,35,United-States,<=50K
23,Bachelors,13,Never-married,Prof-specialty,White,Male,40,United-States,<=50K
47,11th,7,Married-civ-spouse,Transport-moving,White,Male,40,El-Salvador,<=50K
42,Bachelors,13,Divorced,Adm-clerical,White,Male,40,United-States,<=50K
25,Some-college,10,Never-married,Sales,White,Male,40,United-States,<=50K
17,10th,6,Never-married,Sales,White,Female,12,United-States,<=50K
34,Bachelors,13,Never-married,Exec-managerial,White,Female,45,United-States,<=50K
30,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,60,?,>50K
29,Assoc-acdm,12,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
22,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
46,HS-grad,9,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
69,HS-grad,9,Married-civ-spouse,Sales,White,Male,24,United-States,<=50K
50,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,60,United-States,>50K
19,Some-college,10,Never-married,?,White,Male,30,United-States,<=50K
59,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,40,?,<=50K
45,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
41,Masters,14,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K
47,Bachelors,13,Divorced,Prof-specialty,White,Male,40,United-States,<=50K
64,11th,7,Widowed,Farming-fishing,White,Female,40,United-States,<=50K
29,Some-college,10,Married-civ-spouse,Other-service,White,Male,35,United-States,<=50K
29,Prof-school,15,Divorced,Prof-specialty,White,Female,72,United-States,<=50K
17,11th,7,Never-married,Prof-specialty,White,Female,20,United-States,<=50K
24,HS-grad,9,Never-married,Adm-clerical,White,Male,60,United-States,<=50K
28,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
35,HS-grad,9,Never-married,Other-service,White,Male,50,United-States,<=50K
48,Bachelors,13,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
36,Assoc-voc,11,Never-married,Prof-specialty,Black,Female,38,United-States,<=50K
38,Assoc-voc,11,Never-married,Craft-repair,White,Female,40,Portugal,<=50K
49,HS-grad,9,Divorced,Craft-repair,White,Male,40,United-States,<=50K
42,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
36,Assoc-voc,11,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
25,10th,6,Never-married,Machine-op-inspct,White,Female,40,Columbia,<=50K
41,Masters,14,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
35,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,30,United-States,<=50K
32,Assoc-voc,11,Divorced,Exec-managerial,White,Female,50,United-States,<=50K
41,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
48,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,60,United-States,<=50K
56,HS-grad,9,Married-civ-spouse,Sales,White,Female,50,United-States,<=50K
47,Some-college,10,Married-civ-spouse,Other-service,Black,Male,40,United-States,<=50K
30,HS-grad,9,Never-married,Sales,Black,Female,40,United-States,<=50K
51,11th,7,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
22,Bachelors,13,Never-married,Adm-clerical,White,Male,40,South,<=50K
49,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
67,HS-grad,9,Widowed,?,White,Female,10,Germany,<=50K
26,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,48,United-States,<=50K
35,Bachelors,13,Married-spouse-absent,Craft-repair,White,Male,40,United-States,<=50K
37,9th,5,Divorced,?,White,Female,40,United-States,<=50K
34,Some-college,10,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
51,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
26,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
28,Some-college,10,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K
32,7th-8th,4,Married-civ-spouse,Craft-repair,White,Male,35,United-States,<=50K
55,11th,7,Separated,Adm-clerical,Black,Female,40,United-States,<=50K
17,11th,7,Never-married,Sales,White,Female,20,United-States,<=50K
40,Some-college,10,Separated,Exec-managerial,White,Female,40,United-States,<=50K
38,Bachelors,13,Divorced,Sales,White,Male,50,United-States,<=50K
67,HS-grad,9,Widowed,Exec-managerial,White,Female,40,United-States,>50K
44,HS-grad,9,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K
26,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
25,HS-grad,9,Divorced,Handlers-cleaners,White,Female,40,United-States,<=50K
45,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
38,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,45,United-States,>50K
62,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K
20,HS-grad,9,Never-married,Other-service,White,Male,40,United-States,<=50K
45,Some-college,10,Married-spouse-absent,Other-service,Black,Male,40,Haiti,<=50K
47,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,20,United-States,>50K
49,Bachelors,13,Divorced,Adm-clerical,White,Male,40,United-States,<=50K
36,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
24,HS-grad,9,Divorced,?,Black,Female,37,United-States,<=50K
29,HS-grad,9,Separated,Other-service,Black,Female,30,United-States,<=50K
23,11th,7,Never-married,Farming-fishing,White,Female,40,Puerto-Rico,<=50K
50,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
44,Bachelors,13,Married-civ-spouse,Exec-managerial,Black,Male,40,United-States,>50K
44,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
32,HS-grad,9,Married-civ-spouse,Tech-support,White,Female,36,United-States,<=50K
73,HS-grad,9,Married-civ-spouse,Other-service,White,Male,30,United-States,<=50K
24,Masters,14,Never-married,Prof-specialty,White,Female,40,United-States,<=50K
46,HS-grad,9,Married-civ-spouse,Other-service,Black,Female,40,United-States,<=50K
61,Some-college,10,Married-civ-spouse,Sales,White,Male,36,United-States,>50K
37,Masters,14,Never-married,Exec-managerial,White,Female,40,United-States,<=50K
29,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
40,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
17,11th,7,Never-married,Machine-op-inspct,Other,Male,12,United-States,<=50K
30,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
19,HS-grad,9,Never-married,Other-service,White,Female,40,United-States,<=50K
30,Doctorate,16,Never-married,Prof-specialty,White,Male,60,United-States,<=50K
90,HS-grad,9,Widowed,?,White,Male,4,United-States,<=50K
76,5th-6th,3,Widowed,?,White,Female,40,United-States,<=50K
47,HS-grad,9,Divorced,Adm-clerical,White,Female,35,United-States,<=50K
65,Preschool,1,Married-civ-spouse,?,Black,Male,30,United-States,<=50K
25,Some-college,10,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
41,Bachelors,13,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
47,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
27,Assoc-acdm,12,Never-married,Adm-clerical,Black,Female,40,United-States,<=50K
42,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,44,United-States,<=50K
49,HS-grad,9,Divorced,Other-service,White,Female,20,United-States,<=50K
37,Bachelors,13,Married-civ-spouse,Sales,White,Male,40,United-States,>50K
19,Some-college,10,Never-married,Adm-clerical,White,Male,15,United-States,<=50K
24,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,38,United-States,<=50K
34,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
33,Bachelors,13,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
44,Some-college,10,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
37,Bachelors,13,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,40,Philippines,>50K
45,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
35,Bachelors,13,Never-married,Handlers-cleaners,Black,Male,40,United-States,<=50K
58,HS-grad,9,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
45,Some-college,10,Divorced,Other-service,White,Female,50,United-States,<=50K
54,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
45,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
69,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
24,HS-grad,9,Never-married,Craft-repair,Black,Male,40,United-States,<=50K
36,HS-grad,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,40,India,<=50K
61,10th,6,Never-married,Other-service,Black,Female,38,United-States,<=50K
57,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
56,HS-grad,9,Divorced,Craft-repair,White,Male,40,United-States,<=50K
35,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
51,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
50,11th,7,Never-married,Machine-op-inspct,White,Female,40,United-States,<=50K
25,Some-college,10,Never-married,Tech-support,White,Female,43,United-States,<=50K
46,Masters,14,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,50,Japan,>50K
23,Bachelors,13,Never-married,Adm-clerical,White,Female,25,United-States,<=50K
44,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
38,HS-grad,9,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
35,HS-grad,9,Never-married,?,White,Male,40,United-States,<=50K
25,Some-college,10,Never-married,Tech-support,Other,Female,40,United-States,<=50K
78,HS-grad,9,Widowed,?,White,Female,20,United-States,<=50K
18,10th,6,Never-married,Other-service,White,Female,15,United-States,<=50K
40,HS-grad,9,Married-spouse-absent,Handlers-cleaners,White,Male,60,Poland,<=50K
61,HS-grad,9,Married-civ-spouse,?,White,Male,40,United-States,<=50K
31,12th,8,Married-civ-spouse,Other-service,White,Female,40,United-States,<=50K
33,HS-grad,9,Married-civ-spouse,Farming-fishing,White,Male,45,United-States,<=50K
35,Assoc-voc,11,Divorced,Prof-specialty,White,Female,40,United-States,<=50K
55,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
19,HS-grad,9,Never-married,Adm-clerical,White,Male,30,United-States,<=50K
31,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
43,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
49,Masters,14,Married-civ-spouse,Exec-managerial,Black,Male,47,United-States,>50K
48,Prof-school,15,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
27,HS-grad,9,Never-married,Machine-op-inspct,White,Female,34,United-States,<=50K
38,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
35,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,35,United-States,>50K
29,HS-grad,9,Never-married,Machine-op-inspct,Other,Male,40,Ecuador,<=50K
27,Bachelors,13,Never-married,Sales,White,Male,2,United-States,<=50K
31,9th,5,Married-civ-spouse,Craft-repair,White,Male,43,United-States,<=50K
26,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
53,HS-grad,9,Married-civ-spouse,Sales,White,Male,35,United-States,<=50K
23,HS-grad,9,Never-married,Adm-clerical,White,Female,30,United-States,<=50K
32,HS-grad,9,Separated,Machine-op-inspct,Black,Male,46,United-States,<=50K
54,HS-grad,9,Widowed,?,White,Female,40,United-States,<=50K
36,Bachelors,13,Divorced,Sales,White,Female,40,United-States,<=50K
22,HS-grad,9,Never-married,Farming-fishing,White,Male,50,United-States,<=50K
62,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
41,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,44,United-States,>50K
59,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,>50K
43,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
34,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
27,Some-college,10,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
35,Some-college,10,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,60,United-States,<=50K
41,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,60,United-States,<=50K
42,Bachelors,13,Never-married,Prof-specialty,White,Male,32,United-States,<=50K
24,Some-college,10,Divorced,Craft-repair,White,Male,48,United-States,<=50K
35,HS-grad,9,Never-married,Transport-moving,Black,Male,72,United-States,<=50K
40,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
46,7th-8th,4,Married-civ-spouse,Prof-specialty,White,Female,45,United-States,<=50K
45,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
33,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
68,HS-grad,9,Widowed,Other-service,White,Female,7,England,<=50K
33,Bachelors,13,Separated,Exec-managerial,Black,Female,45,United-States,<=50K
23,Some-college,10,Married-civ-spouse,Other-service,White,Male,20,United-States,<=50K
42,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,60,United-States,>50K
30,Some-college,10,Never-married,Sales,White,Male,45,United-States,>50K
35,Some-college,10,Divorced,Adm-clerical,Black,Female,40,United-States,<=50K
40,HS-grad,9,Divorced,Adm-clerical,White,Female,50,United-States,<=50K
36,Masters,14,Divorced,Prof-specialty,White,Male,30,United-States,<=50K
46,9th,5,Married-civ-spouse,Adm-clerical,White,Female,50,United-States,<=50K
49,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
41,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,<=50K
26,Masters,14,Never-married,Exec-managerial,White,Male,38,United-States,<=50K
37,HS-grad,9,Divorced,Other-service,Black,Female,20,United-States,<=50K
50,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
20,Some-college,10,Never-married,Other-service,White,Male,20,United-States,<=50K
59,Doctorate,16,Divorced,Prof-specialty,White,Male,45,United-States,>50K
30,Some-college,10,Married-civ-spouse,Sales,White,Male,40,United-States,<=50K
23,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K
44,Bachelors,13,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
28,Bachelors,13,Never-married,Adm-clerical,White,Male,40,United-States,<=50K
48,Some-college,10,Never-married,Exec-managerial,White,Female,40,Ireland,>50K
34,HS-grad,9,Separated,Handlers-cleaners,White,Female,40,United-States,<=50K
58,Bachelors,13,Never-married,Prof-specialty,White,Male,99,United-States,<=50K
33,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,40,United-States,<=50K
38,Bachelors,13,Married-spouse-absent,Transport-moving,Other,Male,84,India,<=50K
49,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
67,1st-4th,2,Widowed,Other-service,Black,Female,20,United-States,<=50K
23,10th,6,Never-married,Machine-op-inspct,White,Female,40,United-States,<=50K
42,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
54,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
49,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,>50K
35,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,>50K
26,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
31,HS-grad,9,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
36,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,<=50K
25,10th,6,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,<=50K
35,Masters,14,Never-married,Prof-specialty,White,Male,60,United-States,>50K
40,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
52,Assoc-acdm,12,Separated,Prof-specialty,White,Female,50,United-States,<=50K
42,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
25,12th,8,Separated,?,White,Female,30,United-States,<=50K
50,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,40,Canada,>50K
52,Some-college,10,Married-civ-spouse,Tech-support,Black,Male,40,United-States,>50K
51,Masters,14,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,40,United-States,<=50K
19,Some-college,10,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
43,Assoc-voc,11,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,>50K
57,12th,8,Married-civ-spouse,Transport-moving,White,Male,40,United-States,>50K
35,HS-grad,9,Divorced,Exec-managerial,White,Male,60,United-States,<=50K
30,Bachelors,13,Never-married,Sales,White,Female,30,United-States,<=50K
38,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
45,Some-college,10,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
23,HS-grad,9,Never-married,Handlers-cleaners,White,Male,40,United-States,<=50K
22,Some-college,10,Separated,Other-service,White,Female,40,United-States,<=50K
21,HS-grad,9,Never-married,?,White,Male,35,Mexico,<=50K
60,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,38,United-States,<=50K
45,Bachelors,13,Divorced,Prof-specialty,White,Female,48,United-States,>50K
26,HS-grad,9,Never-married,Machine-op-inspct,White,Male,40,United-States,<=50K
49,10th,6,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
29,Some-college,10,Divorced,Other-service,White,Female,35,United-States,<=50K
47,Some-college,10,Married-civ-spouse,Tech-support,White,Male,40,United-States,>50K
40,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,35,United-States,<=50K
34,HS-grad,9,Separated,Adm-clerical,White,Female,35,United-States,<=50K
42,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,<=50K
33,1st-4th,2,Married-civ-spouse,Craft-repair,White,Male,35,Mexico,<=50K
63,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
53,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
38,Assoc-voc,11,Married-civ-spouse,Craft-repair,White,Male,40,United-States,>50K
44,Some-college,10,Married-civ-spouse,Sales,White,Male,45,United-States,>50K
43,10th,6,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
26,Masters,14,Never-married,Exec-managerial,White,Male,32,United-States,<=50K
56,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
39,Assoc-voc,11,Divorced,Adm-clerical,Black,Female,40,United-States,<=50K
44,7th-8th,4,Divorced,Handlers-cleaners,White,Male,48,United-States,<=50K
34,HS-grad,9,Separated,Adm-clerical,White,Male,48,United-States,>50K
40,Assoc-acdm,12,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
38,Some-college,10,Married-civ-spouse,Other-service,Black,Male,40,United-States,<=50K
44,Some-college,10,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
34,Some-college,10,Divorced,Protective-serv,White,Male,72,United-States,<=50K
22,Bachelors,13,Never-married,Prof-specialty,White,Male,20,England,<=50K
58,Some-college,10,Widowed,Sales,White,Female,20,United-States,>50K
43,Some-college,10,Divorced,Tech-support,White,Female,30,United-States,<=50K
23,HS-grad,9,Never-married,Craft-repair,White,Male,40,Columbia,<=50K
41,Some-college,10,Separated,Exec-managerial,Black,Female,40,United-States,<=50K
44,Some-college,10,Never-married,Other-service,White,Male,35,United-States,<=50K
32,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,<=50K
38,Assoc-acdm,12,Married-civ-spouse,Protective-serv,White,Male,56,United-States,>50K
47,Some-college,10,Married-civ-spouse,Sales,White,Male,50,United-States,>50K
24,HS-grad,9,Never-married,Other-service,White,Female,30,United-States,<=50K
39,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,<=50K
32,12th,8,Divorced,Protective-serv,White,Male,54,Mexico,<=50K
40,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,50,United-States,<=50K
34,HS-grad,9,Divorced,Other-service,White,Female,45,United-States,<=50K
34,HS-grad,9,Never-married,Craft-repair,White,Male,30,United-States,<=50K
57,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,>50K
71,5th-6th,3,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
45,Masters,14,Never-married,Prof-specialty,White,Male,50,United-States,>50K
54,HS-grad,9,Divorced,Transport-moving,White,Male,45,United-States,<=50K
26,Assoc-voc,11,Never-married,Sales,White,Female,54,United-States,<=50K
37,Some-college,10,Married-civ-spouse,Exec-managerial,White,Female,45,United-States,>50K
28,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,55,United-States,<=50K
42,Bachelors,13,Divorced,Prof-specialty,White,Female,15,United-States,<=50K
45,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
37,HS-grad,9,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
57,HS-grad,9,Married-civ-spouse,Sales,White,Male,50,United-States,<=50K
39,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,<=50K
45,Some-college,10,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,40,United-States,>50K
30,Assoc-voc,11,Divorced,Adm-clerical,White,Female,46,United-States,<=50K
27,HS-grad,9,Married-AF-spouse,Craft-repair,White,Male,40,United-States,>50K
44,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
44,Doctorate,16,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
38,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Female,60,United-States,>50K
19,HS-grad,9,Never-married,Farming-fishing,White,Male,40,United-States,<=50K
39,Some-college,10,Divorced,Sales,White,Female,38,United-States,<=50K
55,10th,6,Widowed,Transport-moving,White,Male,40,United-States,<=50K
17,10th,6,Never-married,Other-service,White,Female,20,United-States,<=50K
43,Some-college,10,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
36,HS-grad,9,Married-civ-spouse,Other-service,White,Female,35,United-States,<=50K
45,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,60,United-States,<=50K
44,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,38,United-States,>50K
26,Some-college,10,Married-civ-spouse,Transport-moving,White,Male,52,United-States,>50K
32,Assoc-acdm,12,Married-civ-spouse,Craft-repair,White,Male,40,Ireland,>50K
21,HS-grad,9,Never-married,Other-service,White,Female,40,United-States,<=50K
43,Bachelors,13,Married-civ-spouse,Sales,White,Male,60,United-States,<=50K
34,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
33,Bachelors,13,Never-married,Prof-specialty,White,Male,20,United-States,<=50K
40,HS-grad,9,Never-married,Sales,White,Male,51,United-States,<=50K
46,5th-6th,3,Never-married,Machine-op-inspct,White,Female,40,Dominican-Republic,<=50K
20,HS-grad,9,Never-married,?,White,Male,40,United-States,<=50K
54,HS-grad,9,Widowed,Exec-managerial,White,Female,40,United-States,<=50K
23,Some-college,10,Never-married,Exec-managerial,White,Male,40,United-States,<=50K
58,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,<=50K
25,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,40,United-States,<=50K
50,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
42,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,45,United-States,<=50K
25,HS-grad,9,Never-married,Other-service,White,Female,38,United-States,<=50K
60,11th,7,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Female,30,Hong,<=50K
43,HS-grad,9,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
25,Bachelors,13,Never-married,Sales,White,Female,40,United-States,<=50K
31,HS-grad,9,Married-civ-spouse,Craft-repair,White,Female,45,United-States,<=50K
35,HS-grad,9,Divorced,Craft-repair,White,Male,40,United-States,<=50K
48,Some-college,10,Divorced,Machine-op-inspct,White,Male,40,United-States,<=50K
43,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,20,United-States,>50K
27,HS-grad,9,Divorced,Exec-managerial,White,Female,40,United-States,<=50K
24,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
44,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,>50K
52,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,22,United-States,<=50K
49,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,>50K
31,HS-grad,9,Never-married,Adm-clerical,White,Female,40,United-States,<=50K
59,11th,7,Divorced,Farming-fishing,White,Male,40,United-States,<=50K
27,Bachelors,13,Married-civ-spouse,Other-service,White,Male,40,United-States,<=50K
38,Masters,14,Never-married,Prof-specialty,White,Male,40,United-States,>50K
51,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,>50K
24,HS-grad,9,Never-married,Craft-repair,White,Male,40,United-States,<=50K
58,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,>50K
46,Some-college,10,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
55,5th-6th,3,Widowed,Machine-op-inspct,White,Female,40,United-States,<=50K
76,HS-grad,9,Divorced,Adm-clerical,White,Female,8,United-States,<=50K
25,Some-college,10,Divorced,Adm-clerical,White,Female,40,United-States,<=50K
51,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,>50K
33,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,40,United-States,<=50K
46,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,40,United-States,<=50K
51,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,<=50K
42,Assoc-voc,11,Widowed,Prof-specialty,Black,Female,40,United-States,<=50K
53,Bachelors,13,Never-married,Other-service,White,Male,50,Italy,>50K
33,Masters,14,Married-civ-spouse,Prof-specialty,White,Female,35,United-States,>50K
30,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,35,United-States,>50K
41,Some-college,10,Divorced,Craft-repair,White,Male,40,United-States,<=50K
42,Assoc-acdm,12,Divorced,Other-service,White,Female,40,United-States,<=50K
34,HS-grad,9,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Male,40,United-States,>50K
31,Assoc-voc,11,Never-married,Other-service,White,Female,40,United-States,<=50K
46,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,>50K
35,1st-4th,2,Married-spouse-absent,Other-service,White,Male,40,Guatemala,<=50K
40,HS-grad,9,Never-married,Other-service,White,Male,40,?,<=50K
46,Some-college,10,Married-civ-spouse,Protective-serv,White,Male,40,United-States,>50K
